Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Movie_Age,Genre_Count,Director_Frequency,Actor1_Frequency,Genre_Encoded,Director_Encoded,combined_features
Chocolate: Deep Dark Secrets,2005.0,160.0,"Crime, Drama, Mystery",4.8,1906.0,Vivek Agnihotri,Anil Kapoor,Sunil Shetty,Arshad Warsi,21.0,3,7,53,202,2510,"Crime, Drama, Mystery Vivek Agnihotri Anil Kapoor Sunil Shetty"
Choked,2020.0,114.0,Drama,5.8,4826.0,Anurag Kashyap,Saiyami Kher,Roshan Mathew,Amruta Subhash,6.0,1,14,1,246,250,Drama Anurag Kashyap Saiyami Kher Roshan Mathew
Choo Lenge Akash,2000.0,85.0,Family,7.4,7.0,Virendra Saini,Puru Chibber,Pankaj Jha,Parikshit Sahni,26.0,1,3,1,312,2492,Family Virendra Saini Puru Chibber Pankaj Jha
Chopsticks,2019.0,100.0,"Comedy, Drama",6.5,4293.0,Sachin Yardi,Abhay Deol,Mithila Palkar,Vijay Raaz,7.0,2,3,11,154,1908,"Comedy, Drama Sachin Yardi Abhay Deol Mithila Palkar"
Chor Aur Chand,1993.0,137.0,"Action, Adventure, Drama",6.9,53.0,Pavan Kaul,Aditya Pancholi,Pooja Bhatt,Aruna Irani,33.0,3,3,5,5,1457,"Action, Adventure, Drama Pavan Kaul Aditya Pancholi Pooja Bhatt"
Chor Bazaari,2015.0,107.0,Comedy,4.7,22.0,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi,11.0,1,12,22,145,1683,Comedy Rajiv S. Ruia Asrani Kurush Deboo
Chor Bazar,1954.0,127.0,"Action, Drama",6.1,24.0,Prem Narayan Arora,Shammi Kapoor,Sumitra Devi,Chitra,72.0,2,2,35,38,1530,"Action, Drama Prem Narayan Arora Shammi Kapoor Sumitra Devi"
Chor Chor Super Chor,2013.0,99.0,"Comedy, Drama, Thriller",6.5,225.0,Rajesh. K.,Deepak Dobriyal,Priya Bathija,Anshul Kataria,13.0,3,1,5,165,1673,"Comedy, Drama, Thriller Rajesh. K. Deepak Dobriyal Priya Bathija"
Chor Machaaye Shor,2002.0,145.0,"Action, Comedy, Crime",4.2,1124.0,David Dhawan,Bobby Deol,Om Puri,Paresh Rawal,24.0,3,41,18,18,505,"Action, Comedy, Crime David Dhawan Bobby Deol Om Puri"
Chor Machaye Shor,1974.0,139.0,"Action, Musical, Romance",6.5,146.0,Ashok Roy,Shashi Kapoor,Mumtaz,Asrani,52.0,3,5,81,66,317,"Action, Musical, Romance Ashok Roy Shashi Kapoor Mumtaz"
Chor Pe Mor,1990.0,142.0,"Comedy, Crime",4.5,14.0,Kapil Kapoor,Naseeruddin Shah,Karan Shah,Neelam Kothari,36.0,2,2,43,147,994,"Comedy, Crime Kapil Kapoor Naseeruddin Shah Karan Shah"
Chor Sipahee,1977.0,138.0,"Action, Crime, Drama",5.8,44.0,Prayag Raj,Shashi Kapoor,Vinod Khanna,Parveen Babi,49.0,3,5,81,28,1525,"Action, Crime, Drama Prayag Raj Shashi Kapoor Vinod Khanna"
Chori Chori,1956.0,158.0,"Comedy, Musical, Romance",7.7,475.0,Anant Thakur,Nargis,Raj Kapoor,Gope,70.0,3,1,22,183,198,"Comedy, Musical, Romance Anant Thakur Nargis Raj Kapoor"
Chori Chori,2003.0,135.0,"Comedy, Romance, Musical",4.8,837.0,Milan Luthria,Ajay Devgn,Sonali Bendre,Rani Mukerji,23.0,3,9,70,188,1242,"Comedy, Romance, Musical Milan Luthria Ajay Devgn Sonali Bendre"
Chori Chori,1972.0,115.0,"Action, Drama",5.0,5.0,Keval P. Kashyap,Sanjay Khan,Radha Saluja,Kamran,54.0,2,2,6,38,1029,"Action, Drama Keval P. Kashyap Sanjay Khan Radha Saluja"
Chori Chori Chupke Chupke,2001.0,160.0,"Comedy, Drama, Musical",5.4,4464.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Salman Khan,Rani Mukerji,25.0,3,18,18,160,31,"Comedy, Drama, Musical Abbas Alibhai Burmawalla Mastan Alibhai Burmawalla Salman Khan"
Chori Mera Kaam,1975.0,165.0,"Comedy, Musical, Romance",7.0,136.0,Brij,Ashok Kumar,Shashi Kapoor,Zeenat Aman,51.0,3,11,91,183,438,"Comedy, Musical, Romance Brij Ashok Kumar Shashi Kapoor"
Chorni,1982.0,149.0,"Comedy, Drama",5.3,39.0,Jyoti Swaroop,Jeetendra,Neetu Singh,Shreeram Lagoo,44.0,2,4,89,154,915,"Comedy, Drama Jyoti Swaroop Jeetendra Neetu Singh"
Choron Ki Baaraat,1980.0,135.0,Action,7.1,16.0,Harmesh Malhotra,Shatrughan Sinha,Neetu Singh,Ajit,46.0,1,21,24,0,735,Action Harmesh Malhotra Shatrughan Sinha Neetu Singh
Chorus,1975.0,124.0,"Fantasy, Drama",7.4,84.0,Mrinal Sen,Utpal Dutt,Ajit Banerjee,Shekhar Chatterjee,51.0,2,9,6,322,1288,"Fantasy, Drama Mrinal Sen Utpal Dutt Ajit Banerjee"
Chota Jadugar,2003.0,99.0,Fantasy,3.1,102.0,Jose Punnoose,Sooraj Balaji,S.P. Balasubrahmanyam,Julian Carey,23.0,1,1,1,321,904,Fantasy Jose Punnoose Sooraj Balaji S.P. Balasubrahmanyam
Chota Sipahi,2004.0,90.0,Family,7.1,10.0,Jayashree Kanal,Unknown,Unknown,Unknown,22.0,1,1,75,312,863,Family Jayashree Kanal Unknown Unknown
Chote Nawab,2020.0,108.0,Drama,6.1,7.0,Kumud Chaudhary,Tulika Banerjee,Plabita Borthakur,Rajshri Deshpande,6.0,1,1,1,246,1082,Drama Kumud Chaudhary Tulika Banerjee Plabita Borthakur
Chousar Firangi,2019.0,95.0,"Comedy, Drama",6.8,85.0,Sandeep Pandey,Prateek Pachauri,Rekha Mishra,Anudeep Singh,7.0,2,1,1,154,1969,"Comedy, Drama Sandeep Pandey Prateek Pachauri Rekha Mishra"
Chowkidar,1974.0,135.0,Drama,5.3,22.0,Shyam Ralhan,Sanjeev Kumar,Yogeeta Bali,Vinod Khanna,52.0,1,4,53,246,2161,Drama Shyam Ralhan Sanjeev Kumar Yogeeta Bali
Chronicle of Space,2020.0,85.0,Family,5.8,19.0,Akshay Indikar,Neel Deshmukh,Anushree Wani,Unknown,6.0,1,1,1,312,135,Family Akshay Indikar Neel Deshmukh Anushree Wani
Chronicles of Hari,2016.0,120.0,Drama,5.9,22.0,Ananya Kasarvalli,Shrunga B.V.,Krishnamurthy,Unknown,10.0,1,1,1,246,201,Drama Ananya Kasarvalli Shrunga B.V. Krishnamurthy
Chudail,1997.0,98.0,Horror,4.9,10.0,P. Chandrakumar,Kiran Kumar,Poonam Dasgupta,Anil Dhawan,29.0,1,1,3,333,1407,Horror P. Chandrakumar Kiran Kumar Poonam Dasgupta
Chudail Story,2016.0,100.0,"Horror, Thriller",2.4,142.0,Surya Lakkoju,Preeti Soni,Amal Sherawat,Nidhi Bhardwaj,10.0,2,1,1,342,2305,"Horror, Thriller Surya Lakkoju Preeti Soni Amal Sherawat"
Chup Chup Ke,2006.0,164.0,"Comedy, Drama, Romance",6.8,9171.0,Priyadarshan,Kookie Gulati,Shahid Kapoor,Kareena Kapoor,20.0,3,29,1,162,1540,"Comedy, Drama, Romance Priyadarshan Kookie Gulati Shahid Kapoor"
Chupke Chupke,1975.0,146.0,"Comedy, Drama, Romance",8.3,11923.0,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan,51.0,3,33,90,162,768,"Comedy, Drama, Romance Hrishikesh Mukherjee Dharmendra Sharmila Tagore"
Chupke Se,2003.0,164.0,"Comedy, Musical, Romance",5.4,112.0,Shona Urvashi,Zulfi Sayed,Masumeh Makhija,Rati Agnihotri,23.0,3,1,2,183,2141,"Comedy, Musical, Romance Shona Urvashi Zulfi Sayed Masumeh Makhija"
Chura Liyaa Hai Tumne,2003.0,143.0,"Action, Drama, Mystery",3.7,463.0,Sangeeth Sivan,Zayed Khan,Esha Deol,Gulshan Grover,23.0,3,7,4,46,1972,"Action, Drama, Mystery Sangeeth Sivan Zayed Khan Esha Deol"
Cinderella,2015.0,113.0,Fantasy,6.7,9.0,Kiran Nakti,Mangesh Desai,Vinit Bonde,Janardhan Parab,11.0,1,1,1,321,1039,Fantasy Kiran Nakti Mangesh Desai Vinit Bonde
City Lights,2014.0,126.0,"Drama, Thriller",7.4,4828.0,Hansal Mehta,Rajkummar Rao,Patralekhaa Paul,Manav Kaul,12.0,2,8,11,309,722,"Drama, Thriller Hansal Mehta Rajkummar Rao Patralekhaa Paul"
City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010.0,145.0,"Crime, Drama",6.8,355.0,Mahesh Manjrekar,Sachin Khedekar,Seema Biswas,Ankush Chaudhari,16.0,2,18,2,196,1148,"Crime, Drama Mahesh Manjrekar Sachin Khedekar Seema Biswas"
Class of '83,2020.0,98.0,"Action, Crime, Drama",5.8,5084.0,Atul Sabharwal,Bobby Deol,Anup Soni,Joy Sengupta,6.0,3,3,18,28,340,"Action, Crime, Drama Atul Sabharwal Bobby Deol Anup Soni"
Clerk,1989.0,165.0,"Action, Crime, Drama",2.3,126.0,Manoj Kumar,Manoj Kumar,Ashok Kumar,Rajendra Kumar,37.0,3,6,15,28,1205,"Action, Crime, Drama Manoj Kumar Manoj Kumar Ashok Kumar"
Click,2010.0,127.0,"Drama, Horror, Mystery",3.5,317.0,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal,16.0,3,7,9,285,1972,"Drama, Horror, Mystery Sangeeth Sivan Shreyas Talpade Sada"
Climax,2020.0,52.0,"Action, Horror, Thriller",2.0,228.0,Ram Gopal Varma,Mia Malkova,Renan Severo,Unknown,6.0,3,34,1,64,1721,"Action, Horror, Thriller Ram Gopal Varma Mia Malkova Renan Severo"
Club 60,2013.0,137.0,Drama,7.3,433.0,Sanjay Tripathy,Farooq Shaikh,Sarika,Raghuvir Yadav,13.0,1,1,10,246,1996,Drama Sanjay Tripathy Farooq Shaikh Sarika
Club Dancer,2016.0,125.0,"Action, Musical, Thriller",6.9,17.0,B. Prasad,Rajbeer Singh,Nish,Ajaz Khan,10.0,3,2,2,67,362,"Action, Musical, Thriller B. Prasad Rajbeer Singh Nish"
Coal India,2015.0,48.0,Documentary,8.0,6.0,Ajay Koli,Felix Roeben,Unknown,Unknown,11.0,1,1,1,218,102,Documentary Ajay Koli Felix Roeben Unknown
Cocktail,2012.0,146.0,"Comedy, Drama, Romance",6.3,13486.0,Homi Adajania,Saif Ali Khan,Deepika Padukone,Diana Penty,14.0,3,3,24,162,760,"Comedy, Drama, Romance Homi Adajania Saif Ali Khan Deepika Padukone"
Coffee Bloom,2015.0,90.0,Drama,5.9,101.0,Manu Warrier,Arjun Mathur,Sugandha Garg,Ishwari Bose-Bhattacharya,11.0,1,1,2,246,1214,Drama Manu Warrier Arjun Mathur Sugandha Garg
Colours of Passion,2008.0,132.0,"Biography, Drama, Romance",7.0,1827.0,Ketan Mehta,Randeep Hooda,Nandana Sen,Paresh Rawal,18.0,3,12,10,139,1028,"Biography, Drama, Romance Ketan Mehta Randeep Hooda Nandana Sen"
Come December,2006.0,92.0,Drama,5.6,58.0,Faisal Saif,Arun Bakshi,Hayley Cleghorn,Bobby Darling,20.0,1,4,9,246,617,Drama Faisal Saif Arun Bakshi Hayley Cleghorn
Comedy Couple,2020.0,117.0,"Comedy, Romance",7.7,1662.0,Nachiket Samant,Saqib Saleem,Shweta Basu Prasad,Pooja Bedi,6.0,2,1,3,187,1323,"Comedy, Romance Nachiket Samant Saqib Saleem Shweta Basu Prasad"
Commando,1988.0,149.0,"Action, Drama, Romance",4.2,171.0,Babbar Subhash,Mithun Chakraborty,Mandakini,Hemant Birje,38.0,3,11,93,47,373,"Action, Drama, Romance Babbar Subhash Mithun Chakraborty Mandakini"
Commando,2013.0,124.0,"Action, Adventure, Thriller",6.2,4757.0,Dilip Ghosh,Vidyut Jammwal,Hsieh Chang Hai,Nelson Liao Sheng Hua,13.0,3,1,7,14,575,"Action, Adventure, Thriller Dilip Ghosh Vidyut Jammwal Hsieh Chang Hai"
Commando 2,2017.0,144.0,"Action, Adventure, Thriller",5.3,3015.0,Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta,9.0,3,1,7,14,545,"Action, Adventure, Thriller Deven Bhojani Vidyut Jammwal Adah Sharma"
Commando 3,2019.0,133.0,"Action, Adventure, Thriller",5.7,2425.0,Aditya Datt,Vidyut Jammwal,Adah Sharma,Gulshan Devaiah,7.0,3,5,7,14,75,"Action, Adventure, Thriller Aditya Datt Vidyut Jammwal Adah Sharma"
Company,2002.0,142.0,"Action, Crime, Drama",7.9,14795.0,Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala,24.0,3,34,70,28,1721,"Action, Crime, Drama Ram Gopal Varma Ajay Devgn Mohanlal"
Compulsed,1974.0,155.0,"Drama, Mystery, Thriller",7.1,668.0,Ravi Tandon,Amitabh Bachchan,Parveen Babi,Pran,52.0,3,12,104,300,1782,"Drama, Mystery, Thriller Ravi Tandon Amitabh Bachchan Parveen Babi"
Congregation,1986.0,140.0,Drama,6.5,15.0,Muzaffar Ali,Shabana Azmi,Farooq Shaikh,Rohini Hattangadi,40.0,1,3,37,246,1309,Drama Muzaffar Ali Shabana Azmi Farooq Shaikh
Consequence Karma,2021.0,92.0,"Drama, Thriller",9.0,223.0,Shadab Ahmad,Sidharth Bhardwaj,Monis Khan,Pooja Gupta,5.0,2,1,1,309,2055,"Drama, Thriller Shadab Ahmad Sidharth Bhardwaj Monis Khan"
Contract,2008.0,117.0,"Action, Crime, Drama",4.0,230.0,Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Amruta Khanvilkar,18.0,3,34,1,28,1721,"Action, Crime, Drama Ram Gopal Varma Adhvik Mahajan Sakshi Gulati"
Cookie,2020.0,104.0,Horror,6.2,191.0,Lalit Marathe,Nabeel Ahmed,Amit Ashar,Bhavin Bhanushali,6.0,1,2,1,333,1099,Horror Lalit Marathe Nabeel Ahmed Amit Ashar
Cooking with Stella,2009.0,104.0,"Comedy, Drama",5.4,282.0,Dilip Mehta,Seema Biswas,Don McKellar,Lisa Ray,17.0,2,1,5,154,578,"Comedy, Drama Dilip Mehta Seema Biswas Don McKellar"
Coolie,1983.0,177.0,"Action, Comedy, Drama",6.6,2123.0,Manmohan Desai,Prayag Raj,Amitabh Bachchan,Waheeda Rehman,43.0,3,19,2,19,1195,"Action, Comedy, Drama Manmohan Desai Prayag Raj Amitabh Bachchan"
Coolie No. 1,1995.0,143.0,"Action, Comedy, Romance",6.6,4843.0,David Dhawan,Govinda,Karisma Kapoor,Harish,31.0,3,41,55,24,505,"Action, Comedy, Romance David Dhawan Govinda Karisma Kapoor"
Coolie No. 1,1991.0,146.0,"Action, Drama, Romance",6.7,678.0,K. Raghavendra Rao,Venkatesh Daggubati,Tabu,Babu Mohan,35.0,3,16,5,47,930,"Action, Drama, Romance K. Raghavendra Rao Venkatesh Daggubati Tabu"
Coolie No. 1,2020.0,134.0,"Action, Comedy, Romance",2.9,56232.0,David Dhawan,Varun Dhawan,Sara Ali Khan,Paresh Rawal,6.0,3,41,9,24,505,"Action, Comedy, Romance David Dhawan Varun Dhawan Sara Ali Khan"
Corporate,2006.0,142.0,Drama,6.5,1957.0,Madhur Bhandarkar,Bipasha Basu,Kay Kay Menon,Raj Babbar,20.0,1,13,9,246,1137,Drama Madhur Bhandarkar Bipasha Basu Kay Kay Menon
Courage,1992.0,161.0,"Action, Drama, Romance",4.8,787.0,Farogh Siddique,Ajay Devgn,Karisma Kapoor,Ajit,34.0,3,4,70,47,627,"Action, Drama, Romance Farogh Siddique Ajay Devgn Karisma Kapoor"
Court,2014.0,116.0,Drama,7.7,4338.0,Chaitanya Tamhane,Vira Sathidar,Vivek Gomber,Geetanjali Kulkarni,12.0,1,1,1,246,453,Drama Chaitanya Tamhane Vira Sathidar Vivek Gomber
Court Martial,2020.0,120.0,Drama,6.8,179.0,Sourabh Shrivastava,Karwarkar Bhavika,Saksham Dayma,Rajeev Khandelwal,6.0,1,4,1,246,2195,Drama Sourabh Shrivastava Karwarkar Bhavika Saksham Dayma
Cover Story,2000.0,140.0,Thriller,5.3,105.0,G.S. Vijayan,Suresh Gopi,Joemon Joshy,Biju Menon,26.0,1,1,2,387,649,Thriller G.S. Vijayan Suresh Gopi Joemon Joshy
Crazy Mad Lover,2011.0,163.0,"Action, Comedy, Drama",5.6,4059.0,Samir Karnik,Nafisa Ali,Yugesh Anil,Madhuri Bhattacharya,15.0,3,6,1,19,1953,"Action, Comedy, Drama Samir Karnik Nafisa Ali Yugesh Anil"
Crd,2016.0,108.0,"Drama, Romance",6.2,119.0,Kranti Kanadé,Mrinmayee Godbole,Isha Keskar,Abhay Mahajan,10.0,2,2,1,301,1059,"Drama, Romance Kranti Kanadé Mrinmayee Godbole Isha Keskar"
Creature,2014.0,134.0,"Action, Horror, Sci-Fi",3.1,1308.0,Vikram Bhatt,Bipasha Basu,Imran Abbas,Mukul Dev,12.0,3,30,9,63,2464,"Action, Horror, Sci-Fi Vikram Bhatt Bipasha Basu Imran Abbas"
Criminal,1994.0,123.0,"Action, Romance, Thriller",5.7,450.0,Mahesh Bhatt,Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan,32.0,3,39,10,75,1142,"Action, Romance, Thriller Mahesh Bhatt Nagarjuna Akkineni Manisha Koirala"
Crook: It's Good to Be Bad,2010.0,121.0,"Action, Drama, Thriller",5.1,1965.0,Mohit Suri,Emraan Hashmi,Neha Sharma,Arjan Bajwa,16.0,3,12,25,49,1277,"Action, Drama, Thriller Mohit Suri Emraan Hashmi Neha Sharma"
Cryptic Road,2016.0,84.0,"Mystery, Sci-Fi, Thriller",7.3,23.0,Moosa Saleem,Hardik Kapadia,Vijay Ashok Sharma,Aastha Gautam,10.0,3,2,1,369,1283,"Mystery, Sci-Fi, Thriller Moosa Saleem Hardik Kapadia Vijay Ashok Sharma"
Current,1992.0,119.0,Drama,6.9,54.0,K. Hariharan,Om Puri,Deepti Naval,Shreeram Lagoo,34.0,1,2,15,246,924,Drama K. Hariharan Om Puri Deepti Naval
Cycle Kick,2011.0,86.0,"Drama, Sport",6.1,100.0,Shashi Sudigala,Nishan Nanaiah,Sunny Hinduja,Girija Oak,15.0,2,1,2,308,2103,"Drama, Sport Shashi Sudigala Nishan Nanaiah Sunny Hinduja"
Cypher,2019.0,130.0,"Biography, Family",8.3,29.0,Sagar Pathak,Kirti Adarkar,Aarya Adhav,Arun Bali,7.0,2,1,1,143,1916,"Biography, Family Sagar Pathak Kirti Adarkar Aarya Adhav"
D,2005.0,107.0,"Crime, Drama, Thriller",6.8,1188.0,Vishram Sawant,Randeep Hooda,Chunky Panday,Rukhsar Rehman,21.0,3,2,10,204,2504,"Crime, Drama, Thriller Vishram Sawant Randeep Hooda Chunky Panday"
D Company,2021.0,91.0,"Action, Crime, Thriller",4.4,218.0,Ram Gopal Varma,Sandeep Bose,Abhilash Chaudhary,Pranay Dixit,5.0,3,34,1,37,1721,"Action, Crime, Thriller Ram Gopal Varma Sandeep Bose Abhilash Chaudhary"
Daadagiri,1997.0,138.0,"Drama, Action, Comedy",4.6,30.0,Arshad Khan,Ayub Khan,Ritu Parna,Simran,29.0,3,5,2,247,281,"Drama, Action, Comedy Arshad Khan Ayub Khan Ritu Parna"
Daadi Maa,1966.0,171.0,"Action, Comedy, Drama",6.2,20.0,L.V. Prasad,Ashok Kumar,Bina Rai,Dilip Raj,60.0,3,9,91,19,1095,"Action, Comedy, Drama L.V. Prasad Ashok Kumar Bina Rai"
Daaera,1953.0,139.0,Drama,6.5,32.0,Kamal Amrohi,Meena Kumari,Nasir Khan,M. Kumar,73.0,1,2,19,246,972,Drama Kamal Amrohi Meena Kumari Nasir Khan
Daag,1952.0,149.0,"Drama, Romance",7.0,159.0,Amiya Chakrabarty,Dilip Kumar,Nimmi,Usha Kiran,74.0,2,8,31,301,176,"Drama, Romance Amiya Chakrabarty Dilip Kumar Nimmi"
Daag: A Poem of Love,1973.0,146.0,"Drama, Music, Romance",7.0,438.0,Yash Chopra,Rajesh Khanna,Sharmila Tagore,Rakhee Gulzar,53.0,3,22,74,290,2526,"Drama, Music, Romance Yash Chopra Rajesh Khanna Sharmila Tagore"
Daag: The Fire,1999.0,152.0,"Action, Drama, Thriller",4.8,670.0,Raj Kanwar,Sanjay Dutt,Chandrachur Singh,Mahima Chaudhry,27.0,3,13,61,49,1608,"Action, Drama, Thriller Raj Kanwar Sanjay Dutt Chandrachur Singh"
Daal Me Kala,1964.0,128.0,"Comedy, Drama",6.0,21.0,Satyen Bose,Nimmi,Kishore Kumar,Abhi Bhattacharya,62.0,2,17,4,154,2038,"Comedy, Drama Satyen Bose Nimmi Kishore Kumar"
Daal Mein Kuch Kaala Hai,2012.0,130.0,Comedy,3.9,75.0,Anand Balraj,Anand Balraj,Sudesh Berry,Kishore Anand Bhanushali,14.0,1,1,4,145,188,Comedy Anand Balraj Anand Balraj Sudesh Berry
Daas,2005.0,163.0,"Action, Romance",3.1,115.0,Babu Yogeswaran,Vadivelu,Fefsi Vijayan,Krishna Ghattamaneni,21.0,2,1,1,72,376,"Action, Romance Babu Yogeswaran Vadivelu Fefsi Vijayan"
Daas Dev,2018.0,140.0,"Drama, Thriller",5.1,257.0,Sudhir Mishra,Yogesh Raj Mishra,Rahul Bhatt,Richa Chadha,8.0,2,12,1,309,2238,"Drama, Thriller Sudhir Mishra Yogesh Raj Mishra Rahul Bhatt"
Daava,1997.0,145.0,"Action, Drama, Romance",4.5,571.0,Sunil Agnihotri,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,29.0,3,4,43,47,2275,"Action, Drama, Romance Sunil Agnihotri Naseeruddin Shah Akshay Kumar"
Daawat-e-Biryani,2019.0,89.0,Drama,7.1,22.0,Aditi Roy,Jayant Kripalani,Sauraseni Maitra,Suhasini Mulay,7.0,1,1,1,246,72,Drama Aditi Roy Jayant Kripalani Sauraseni Maitra
Daawat-e-Ishq,2014.0,118.0,"Comedy, Drama, Romance",6.1,5500.0,Habib Faisal,Aditya Roy Kapoor,Parineeti Chopra,Anupam Kher,12.0,3,3,5,162,716,"Comedy, Drama, Romance Habib Faisal Aditya Roy Kapoor Parineeti Chopra"
Daayen Ya Baayen,2010.0,115.0,"Comedy, Drama, Family",6.3,146.0,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam,16.0,3,1,5,155,398,"Comedy, Drama, Family Bela Negi Deepak Dobriyal Manav Kaul"
Dabangg,2010.0,126.0,"Action, Comedy, Crime",6.2,30194.0,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,16.0,3,2,52,18,44,"Action, Comedy, Crime Abhinav Kashyap Salman Khan Sonakshi Sinha"
Dabangg 2,2012.0,120.0,"Action, Comedy, Crime",4.8,16920.0,Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj,14.0,3,1,52,18,266,"Action, Comedy, Crime Arbaaz Khan Salman Khan Sonakshi Sinha"
Dabangg 3,2019.0,160.0,"Action, Comedy, Crime",3.0,15817.0,Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha,7.0,3,10,52,18,1482,"Action, Comedy, Crime Prabhu Deva Salman Khan Sudeep"
Dacait,1987.0,158.0,"Action, Drama",6.5,270.0,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri,39.0,2,15,25,38,1605,"Action, Drama Rahul Rawail Rakhee Gulzar Sunny Deol"
Dada,1979.0,137.0,"Action, Drama, Family",5.0,24.0,Jugal Kishore,Vinod Mehra,Bindiya Goswami,Jeevan,47.0,3,6,9,40,910,"Action, Drama, Family Jugal Kishore Vinod Mehra Bindiya Goswami"
Dada,1999.0,133.0,Action,4.8,30.0,T.L.V. Prasad,Ishrat Ali,Arjun,Mithun Chakraborty,27.0,1,15,13,0,2331,Action T.L.V. Prasad Ishrat Ali Arjun
Dadar Kirti,1980.0,154.0,"Comedy, Drama",7.2,191.0,Tarun Majumdar,Tapas Pal,Ayan Banerjee,Mahua Roy Chowdhury,46.0,2,3,2,154,2358,"Comedy, Drama Tarun Majumdar Tapas Pal Ayan Banerjee"
Daddy,2017.0,134.0,"Action, Biography, Crime",6.4,1886.0,Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat,9.0,3,2,17,15,297,"Action, Biography, Crime Ashim Ahluwalia Arjun Rampal Aishwarya Rajesh"
Daddy Cool: Join the Fun,2009.0,102.0,"Comedy, Drama",3.8,362.0,K. Muralimohana Rao,Sunil Shetty,Aarti Chhabria,Aashish Chaudhary,17.0,2,10,29,154,927,"Comedy, Drama K. Muralimohana Rao Sunil Shetty Aarti Chhabria"
Daddy's Daughter,2017.0,97.0,Drama,7.7,40.0,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi,9.0,1,1,1,246,43,Drama Abhimanyu Chauhan Mithilesh Chaturvedi Farheen Khan
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975.0,118.0,"Drama, Mystery",4.9,7.0,K. Shrivastava,Randhir Kapoor,Rekha,Ajit,51.0,2,1,11,297,935,"Drama, Mystery K. Shrivastava Randhir Kapoor Rekha"
Dagadi Chaawl,2015.0,120.0,"Action, Crime, Drama",6.2,180.0,Chandrakant Kanse,Ankush Chaudhari,Makrand Deshpande,Pooja Sawant,11.0,3,1,1,28,466,"Action, Crime, Drama Chandrakant Kanse Ankush Chaudhari Makrand Deshpande"
Dahan,1998.0,145.0,Drama,7.4,285.0,Rituparno Ghosh,Shakuntala Barua,Chandni,Abhishek Chatterjee,28.0,1,6,1,246,1818,Drama Rituparno Ghosh Shakuntala Barua Chandni
Dahej,1950.0,149.0,Drama,6.3,15.0,Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree,76.0,1,18,2,246,2087,Drama Shantaram Rajaram Vankudre Mumtaz Begum Karan Dewan
Dahek: A Burning Passion,1999.0,155.0,"Drama, Romance, Thriller",5.5,189.0,Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai,27.0,3,1,1,305,1103,"Drama, Romance, Thriller Lateef Binny Sonali Bendre Danny Denzongpa"
Dahleez,1986.0,161.0,"Action, Drama",5.3,50.0,Ravi Chopra,Jackie Shroff,Raj Babbar,Meenakshi Sheshadri,40.0,2,9,39,38,1771,"Action, Drama Ravi Chopra Jackie Shroff Raj Babbar"
Daku Aur Mahatma,1977.0,127.0,"Action, Drama",4.7,7.0,Ravikant Nagaich,Rajendra Kumar,Reena Roy,Kabir Bedi,49.0,2,18,22,38,1786,"Action, Drama Ravikant Nagaich Rajendra Kumar Reena Roy"
Daku Ganga Jamuna,2000.0,93.0,"Action, Adventure, Crime",3.9,7.0,Kanti Shah,Sapna Sappu,Amit Pachori,Durgesh Nandini,26.0,3,22,11,4,990,"Action, Adventure, Crime Kanti Shah Sapna Sappu Amit Pachori"
Daku Kali Bhawani,2000.0,120.0,Action,3.8,5.0,S.R. Pratap,Dharmendra,Milind Gunaji,Mohan Joshi,26.0,1,4,90,0,1883,Action S.R. Pratap Dharmendra Milind Gunaji
Daku Ramkali,2000.0,134.0,"Adventure, Drama, Musical",5.0,17.0,Kanti Shah,Sapna Sappu,Jay Thakur,Rajesh Vivek,26.0,3,22,11,97,990,"Adventure, Drama, Musical Kanti Shah Sapna Sappu Jay Thakur"
Dalaal,1993.0,160.0,"Action, Drama",4.9,105.0,Partho Ghosh,Mithun Chakraborty,Ayesha Jhulka,Ravi Behl,33.0,2,14,93,38,1448,"Action, Drama Partho Ghosh Mithun Chakraborty Ayesha Jhulka"
